"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.678789758E2,4.260102253E-1,4.963449937E-1,-2.792482846E0
2.678889228E2,6.535335725E-1,4.192866582E-1,-1.935690921E0
2.678988698E2,8.064060290E-1,3.640019652E-1,-1.169658308E0
2.679088168E2,8.537010866E-1,4.697263484E-1,-6.025538188E-1
2.679187638E2,7.955330584E-1,5.218771532E-1,-8.428819835E-2
2.679287108E2,6.871191021E-1,5.213460799E-1,7.114184493E-1
2.679386578E2,5.992347199E-1,5.569867596E-1,1.649957957E0
2.679486048E2,6.802225305E-1,5.174289570E-1,3.002982609E0
2.679585518E2,7.276620144E-1,2.558250038E-1,4.540880433E0
2.679684988E2,7.034512525E-1,-2.998050191E-2,5.723817183E0
2.679784458E2,1.102715948E0,4.636823374E-1,6.719766993E0
2.679883928E2,1.360370948E0,9.126934992E-1,7.234983290E0
2.679983398E2,9.626301827E-1,8.761333448E-1,6.729052371E0
2.680082868E2,3.102287042E-1,1.889163749E-1,6.384363102E0
2.680182338E2,-2.873293266E-1,-3.006123551E-1,5.660863135E0
2.680281808E2,-4.768086422E-1,-6.566355204E-1,4.849059688E0
2.680381278E2,-3.057197700E-1,-1.205061883E0,4.380845649E0
2.680480748E2,-1.549523111E-1,-1.964721031E0,4.103236222E0
2.680580218E2,-2.153012046E-1,-2.560379082E0,3.755433894E0
2.680679688E2,-4.795561027E-1,-2.754014599E0,3.068866112E0
2.680779158E2,-8.026070199E-1,-2.589913076E0,2.363688980E0
2.680878628E2,-1.108234039E0,-2.246286538E0,1.704970316E0
2.680978098E2,-1.514639354E0,-1.902251426E0,1.028976638E0
2.681077568E2,-1.883545744E0,-1.497809459E0,5.375047141E-1
2.681177038E2,-2.099777387E0,-1.029124792E0,1.958852327E-1
2.681276508E2,-2.201027042E0,-5.662429385E-1,-6.065550685E-2
2.681375978E2,-2.215420548E0,-1.593218623E-1,-3.467685395E-1
2.681475448E2,-2.171535148E0,1.247754342E-1,-7.597193742E-1
2.681574918E2,-1.969031745E0,3.047658516E-1,-1.064045899E0
2.681674388E2,-1.622680550E0,4.881167188E-1,-1.365737084E0
2.681773858E2,-1.332233123E0,6.032575678E-1,-1.732190275E0
2.681873328E2,-1.223955260E0,5.466938328E-1,-2.172606066E0
2.681972798E2,-1.105937252E0,4.874249931E-1,-2.582242114E0
2.682072268E2,-9.538866949E-1,4.014784879E-1,-2.901506521E0
2.682171738E2,-8.611529975E-1,3.407503294E-1,-3.365006534E0
2.682271208E2,-6.456303296E-1,2.977167591E-1,-3.679386762E0
2.682370678E2,-4.509756435E-1,2.641150765E-1,-3.995167982E0
2.682470148E2,-3.438618886E-1,1.896645992E-1,-4.377044374E0
2.682569618E2,-1.940399245E-1,2.373498854E-1,-4.665802102E0
2.682669088E2,-5.887817256E-2,3.857173181E-1,-4.939471675E0
2.682768558E2,1.629595613E-1,5.382204864E-1,-5.161917885E0
2.682868028E2,4.412083083E-1,7.331657792E-1,-5.164616960E0
2.682967498E2,6.723824376E-1,9.686745957E-1,-5.138624332E0
2.683066968E2,8.822286285E-1,1.214861378E0,-4.990595051E0
2.683166438E2,1.140779787E0,1.359335259E0,-4.669142032E0
2.683265908E2,1.312782360E0,1.518354382E0,-4.107604676E0
2.683365378E2,1.387163621E0,1.560815108E0,-3.438178006E0
2.683464848E2,1.292282314E0,1.555411696E0,-2.679937978E0
2.683564318E2,1.161244969E0,1.630118501E0,-1.765381410E0
2.683663788E2,9.974709633E-1,1.527153272E0,-5.930269504E-1
2.683763248E2,6.832182053E-1,1.228182505E0,6.386568671E-1
2.683862718E2,4.521539305E-1,8.955998951E-1,2.011362662E0
2.683962188E2,3.273356107E-1,6.778694648E-1,3.206474485E0
2.684061658E2,3.420443548E-1,6.356113449E-1,4.286227174E0
2.684161128E2,3.817500919E-1,8.163196908E-1,5.236521340E0
2.684260598E2,3.847748566E-1,1.236492421E0,5.808496560E0
2.684360068E2,6.382729243E-1,2.143448633E0,6.099966227E0
2.684459538E2,7.980391750E-1,2.590329690E0,6.181755910E0
2.684559008E2,4.022318651E-1,2.326763375E0,6.295514075E0
2.684658478E2,-2.685396646E-1,1.020442335E0,7.045106072E0
2.684757948E2,-9.792735511E-1,-2.819655661E-1,7.348878281E0
2.684857418E2,-1.061826734E0,-1.443696110E0,7.359349474E0
2.684956888E2,-2.193410459E-1,-2.072577748E0,7.390034493E0
2.685056358E2,5.865157103E-1,-2.340644811E0,6.527047443E0
2.685155828E2,1.161689138E0,-2.615248185E0,5.323892775E0
2.685255298E2,1.497523969E0,-2.737854064E0,4.297867811E0
2.685354768E2,1.618332853E0,-2.749382727E0,3.203784766E0
2.685454238E2,1.560928836E0,-2.773781988E0,2.515073978E0
2.685553708E2,1.410897761E0,-2.837202643E0,2.075938143E0
2.685653178E2,1.279255595E0,-2.897668116E0,1.703778654E0
2.685752648E2,1.117313230E0,-2.914125689E0,1.344293005E0
2.685852118E2,8.653412119E-1,-2.924408018E0,8.211508065E-1
2.685951588E2,5.844918428E-1,-2.865321904E0,2.133988130E-1
2.686051058E2,3.174032378E-1,-2.637075841E0,-5.037399673E-1
2.686150528E2,8.140581340E-2,-2.230376995E0,-1.184447671E0
2.686249998E2,-1.210877962E-1,-1.518788538E0,-1.959423600E0
2.686349468E2,-4.341950116E-1,-8.154409274E-1,-2.813463825E0
2.686448938E2,-8.257128773E-1,-2.173377533E-1,-3.633739888E0
2.686548408E2,-1.218213075E0,2.812369299E-1,-4.407910656E0
2.686647878E2,-1.494287389E0,6.749696843E-1,-5.027507354E0
2.686747348E2,-1.562306733E0,9.851998504E-1,-5.392692869E0
2.686846818E2,-1.432691357E0,1.245478130E0,-5.654113110E0
2.686946288E2,-1.180102458E0,1.420317626E0,-5.833986912E0
2.687045758E2,-9.178640458E-1,1.477012229E0,-5.966167315E0
2.687145228E2,-6.810205293E-1,1.397775294E0,-6.036246194E0
2.687244698E2,-4.980175897E-1,1.275554599E0,-5.986672330E0
2.687344168E2,-4.150697194E-1,1.065113747E0,-5.906807551E0
2.687443638E2,-3.803698567E-1,8.340905486E-1,-5.753600560E0
2.687543108E2,-1.948818505E-1,6.915009324E-1,-5.461214635E0
2.687642578E2,3.342487738E-2,5.068556197E-1,-4.952234393E0
2.687742048E2,3.439076431E-1,4.563907133E-1,-4.363585253E0
2.687841518E2,5.886793993E-1,3.562266667E-1,-3.702928821E0
2.687940988E2,7.406890261E-1,2.773035445E-1,-2.971767249E0
2.688040458E2,8.756819397E-1,2.150757945E-1,-2.121285054E0
2.688139924E2,9.864845567E-1,1.606138412E-1,-1.258912547E0
2.688239394E2,9.150720734E-1,5.146529183E-2,-5.071038705E-1
2.688338864E2,7.536821971E-1,-7.577863578E-2,2.535294235E-1
2.688438334E2,5.656258745E-1,-1.227599537E-1,9.839513236E-1
2.688537804E2,3.490355781E-1,-3.533936542E-2,1.702402219E0
2.688637274E2,1.851365154E-1,3.036882463E-1,2.500295141E0
2.688736744E2,1.364899470E-1,6.480884260E-1,3.305746173E0
2.688836214E2,1.115246020E-1,8.490410019E-1,4.118719649E0
2.688935684E2,-1.743880905E-2,7.556235458E-1,4.830883033E0
2.689035154E2,1.224190611E-1,9.849405263E-1,5.492625293E0
2.689134624E2,2.431272268E-1,1.294962970E0,6.029963361E0
2.689234094E2,-9.888840348E-2,9.839947392E-1,6.041182998E0
2.689333564E2,-5.381688116E-1,1.581848347E-1,6.094614270E0
2.689433034E2,-1.182096359E0,-1.116746854E0,5.975769027E0
2.689532504E2,-1.600631723E0,-1.987460853E0,5.379336074E0
2.689631974E2,-1.196756425E0,-2.416649259E0,4.714184303E0
2.689731434E2,-7.303001319E-1,-2.792162126E0,3.893670259E0
2.689830904E2,-5.461944075E-1,-3.124003601E0,3.186128513E0
2.689930374E2,-5.261424047E-1,-3.132160759E0,2.393995684E0
2.690029844E2,-6.789161164E-1,-2.844333031E0,1.530740247E0
2.690129314E2,-8.418813787E-1,-2.382346276E0,8.695628285E-1
2.690228784E2,-8.764235128E-1,-1.819767386E0,4.487656152E-1
2.690328254E2,-9.588458647E-1,-1.319738061E0,2.158341783E-1
2.690427724E2,-9.287831363E-1,-8.502703790E-1,1.257671767E-1
2.690527194E2,-8.950949880E-1,-4.166780692E-1,1.119566381E-2
2.690626664E2,-8.992007567E-1,-9.558463527E-2,-1.768993235E-1
2.690726134E2,-8.777120930E-1,2.564449914E-2,-2.892617583E-1
2.690825604E2,-7.855646521E-1,3.120052345E-2,-4.454461509E-1
2.690925074E2,-7.452691501E-1,-5.763373889E-2,-6.653429747E-1
2.691024544E2,-6.999868503E-1,-1.440508536E-1,-9.274333066E-1
2.691124014E2,-6.235324591E-1,-9.905492121E-2,-1.215706885E0
2.691223484E2,-6.031201217E-1,3.829478575E-2,-1.599655530E0
2.691322954E2,-5.839424238E-1,1.338097661E-1,-1.966827344E0
2.691422424E2,-5.008511505E-1,2.517884150E-1,-2.304681219E0
2.691521894E2,-4.130701909E-1,3.213508027E-1,-2.594883209E0
2.691621364E2,-3.353198375E-1,2.960562595E-1,-2.851435643E0
2.691720834E2,-2.279670777E-1,2.483743720E-1,-3.187076932E0
2.691820304E2,-6.521355763E-2,2.178883600E-1,-3.508495452E0
2.691919774E2,5.878593273E-2,2.658208372E-1,-3.893608863E0
2.692019244E2,1.086904565E-1,3.568157371E-1,-4.269995304E0
2.692118714E2,2.000574403E-1,5.528289507E-1,-4.548896381E0
2.692218184E2,2.830710918E-1,8.888376633E-1,-4.732321782E0
2.692317654E2,4.922675841E-1,1.337400161E0,-4.634135921E0
2.692417124E2,6.910558862E-1,1.712102019E0,-4.094674144E0
2.692516594E2,7.761785553E-1,1.746776300E0,-3.128169742E0
2.692616064E2,8.785402049E-1,1.748772101E0,-1.893100387E0
2.692715534E2,9.657543500E-1,1.727901050E0,-7.348435646E-1
2.692815004E2,9.543027243E-1,1.612732682E0,2.572295415E-1
2.692914474E2,8.721041016E-1,1.614312600E0,8.971160781E-1
2.693013944E2,7.665023636E-1,1.500546979E0,1.367380151E0
2.693113414E2,5.818978717E-1,1.374487588E0,1.681148175E0
2.693212884E2,3.436204717E-1,1.334734269E0,2.017468910E0
2.693312354E2,2.882425886E-1,1.298396309E0,2.516813525E0
2.693411824E2,2.550305499E-1,1.418348137E0,3.171799327E0
2.693511294E2,1.442767572E-1,1.555007800E0,3.713494155E0
2.693610764E2,2.897777020E-1,2.080994961E0,4.075713378E0
2.693710234E2,5.815403876E-1,2.467182066E0,4.396364744E0
2.693809704E2,5.553127018E-1,2.303251282E0,4.511779425E0
2.693909174E2,6.274515554E-2,1.042335187E0,4.741465073E0
2.694008644E2,-5.353618558E-1,-8.266582990E-1,4.990252989E0
2.694108114E2,-6.841056664E-1,-2.159606244E0,5.046883273E0
2.694207584E2,-1.555352785E-1,-2.672268770E0,4.619507942E0
2.694307054E2,7.854505583E-1,-2.361687771E0,3.734220196E0
2.694406524E2,1.203092614E0,-2.105065901E0,2.499113418E0
2.694505994E2,1.396428534E0,-2.057464011E0,1.460724517E0
2.694605464E2,1.417424277E0,-2.261658283E0,9.515606725E-1
2.694704934E2,1.273656886E0,-2.635268174E0,8.028472674E-1
2.694804404E2,1.215152862E0,-2.922855290E0,1.045491514E0
2.694903874E2,1.220527330E0,-3.027648796E0,1.215052582E0
2.695003334E2,1.035983503E0,-3.119690110E0,1.156824254E0
2.695102804E2,8.571586183E-1,-3.117067926E0,9.907218146E-1
2.695202274E2,6.425524284E-1,-2.953191229E0,6.287750727E-1
2.695301744E2,3.600771678E-1,-2.554948481E0,1.230704409E-1
2.695401214E2,6.650769264E-2,-1.998720982E0,-3.723565400E-1
2.695500684E2,-2.804266155E-1,-1.294893388E0,-8.345432693E-1
2.695600154E2,-6.897615319E-1,-5.112994670E-1,-1.355786292E0
2.695699624E2,-1.220606121E0,1.334524372E-1,-1.848101969E0
2.695799094E2,-1.585423554E0,6.747286329E-1,-2.306323117E0
2.695898564E2,-1.877485836E0,9.897434293E-1,-2.799022372E0
2.695998034E2,-2.010846499E0,1.181137708E0,-3.224516069E0
2.696097504E2,-1.849779389E0,1.285413736E0,-3.636099824E0
2.696196974E2,-1.554228074E0,1.282298193E0,-4.085672355E0
2.696296444E2,-1.178934623E0,1.241962638E0,-4.475939502E0
2.696395914E2,-8.044745475E-1,1.236784198E0,-4.860927197E0
2.696495384E2,-5.478155480E-1,1.167092184E0,-5.226014478E0
2.696594854E2,-3.211759344E-1,1.084161417E0,-5.462649541E0
2.696694324E2,-9.656296581E-2,1.042707362E0,-5.562319425E0
2.696793794E2,1.598796136E-1,1.083967363E0,-5.500587446E0
2.696893264E2,4.305296845E-1,1.171387037E0,-5.230390534E0
2.696992734E2,7.514566007E-1,1.219586075E0,-4.672010091E0
2.697092204E2,9.423584707E-1,1.088543394E0,-3.903923351E0
2.697191674E2,9.745354792E-1,8.306250501E-1,-3.191286927E0
2.697291144E2,1.008813758E0,5.712565970E-1,-2.429667792E0
2.697390614E2,1.011009972E0,2.791382911E-1,-1.515954977E0
2.697490084E2,1.040081743E0,2.493833821E-2,-6.001541215E-1
2.697589554E2,1.001812886E0,-1.796479534E-1,2.755096918E-1
2.697689024E2,9.051758071E-1,-2.819348865E-1,1.177021122E0
2.697788494E2,7.013138759E-1,-4.116917829E-1,1.980547836E0
2.697887964E2,4.308761320E-1,-4.859356342E-1,2.809619281E0
2.697987434E2,2.399957870E-1,-2.987069850E-1,3.588263753E0
2.698086907E2,1.659321396E-1,-2.203070608E-1,4.497504618E0
2.698186377E2,8.036530137E-2,-1.941625881E-1,5.281916783E0
2.698285847E2,-4.719068483E-3,-1.982009311E-1,5.848585070E0
2.698385317E2,9.349785537E-2,2.614593991E-1,6.300531571E0
2.698484787E2,1.356065058E-1,6.608958017E-1,6.422437831E0
2.698584257E2,-1.239143403E-1,9.202208392E-1,5.855756680E0
2.698683727E2,-7.913973959E-1,1.800896740E-1,5.556344156E0
2.698783197E2,-1.592267281E0,-7.259709265E-1,4.927566744E0
2.698882667E2,-1.830989800E0,-1.336019341E0,4.073280936E0
2.698982137E2,-1.381490652E0,-1.747966501E0,3.374264431E0
2.699081607E2,-8.230684009E-1,-2.158892591E0,2.751892644E0
2.699181077E2,-6.690601958E-1,-2.481571479E0,1.870124922E0
2.699280547E2,-7.200867272E-1,-2.610571874E0,1.061799399E0
2.699380017E2,-8.108861656E-1,-2.540038081E0,4.789863646E-1
2.699479487E2,-9.623158217E-1,-2.450113605E0,1.855344915E-1
2.699578957E2,-1.150038341E0,-2.296733976E0,7.443388581E-2
2.699678417E2,-1.240514575E0,-2.036985892E0,1.331218046E-1
2.699777887E2,-1.234623798E0,-1.593239381E0,1.723004884E-1
2.699877357E2,-1.298250421E0,-1.310124654E0,1.935340673E-1
2.699976827E2,-1.296886704E0,-1.022945016E0,2.500333732E-1
2.700076297E2,-1.126033109E0,-6.846110120E-1,1.562884730E-1
2.700175767E2,-9.046918769E-1,-3.986856750E-1,-5.664607108E-2
2.700275237E2,-7.754786436E-1,-2.109011931E-1,-3.863056576E-1
2.700374707E2,-7.355037884E-1,-4.219396496E-2,-8.657323176E-1
2.700474177E2,-7.588135674E-1,6.550690513E-2,-1.380298405E0
2.700573647E2,-7.794934150E-1,1.937735473E-1,-1.879148930E0
2.700673117E2,-7.711565280E-1,3.338218539E-1,-2.389750021E0
2.700772587E2,-6.969573348E-1,4.499413807E-1,-2.881554651E0
2.700872057E2,-5.896888480E-1,5.609160154E-1,-3.324847857E0
2.700971527E2,-4.284569196E-1,5.906214424E-1,-3.706090411E0
2.701070997E2,-2.704120892E-1,6.533366675E-1,-4.124414837E0
2.701170467E2,-1.185091010E-1,6.331829962E-1,-4.497553734E0
2.701269937E2,1.172834516E-1,7.108331430E-1,-4.734368892E0
2.701369407E2,3.566071377E-1,8.406348985E-1,-4.945661538E0
2.701468877E2,5.749893133E-1,9.783782693E-1,-5.053450865E0
2.701568347E2,7.493854438E-1,1.170337316E0,-5.000817153E0
2.701667817E2,9.106080166E-1,1.413500211E0,-4.714298324E0
2.701767287E2,1.062364240E0,1.574348489E0,-3.940797063E0
2.701866757E2,1.154156462E0,1.678656969E0,-3.063052810E0
2.701966227E2,1.212081685E0,1.732761694E0,-2.097354155E0
2.702065697E2,1.197821349E0,1.764652408E0,-1.191677753E0
2.702165167E2,1.170985041E0,1.893324335E0,-4.480809063E-1
2.702264637E2,1.211519548E0,2.106207862E0,2.239951372E-1
2.702364107E2,1.263067578E0,2.232276755E0,8.779851580E-1
2.702463577E2,1.156275274E0,2.197905214E0,1.529205937E0
2.702563047E2,1.109732168E0,2.057589141E0,2.286341427E0
2.702662517E2,9.786821052E-1,1.866958070E0,3.137611826E0
2.702761987E2,7.752489942E-1,1.712210046E0,4.072172889E0
2.702861457E2,5.817631665E-1,1.796213047E0,4.780556633E0
2.702960927E2,7.381343776E-1,2.277960613E0,5.281503385E0
2.703060397E2,7.141868135E-1,2.154878331E0,5.488086684E0
2.703159867E2,3.405962187E-1,1.634337267E0,5.379587504E0
2.703259337E2,-6.168827131E-2,4.102672916E-1,5.755803791E0
2.703358807E2,-4.119049139E-1,-6.544306815E-1,5.676254176E0
2.703458277E2,-4.155224401E-1,-1.441593305E0,5.348000845E0
2.703557747E2,-4.048173577E-2,-1.871916509E0,4.781863486E0
2.703657217E2,6.868716918E-1,-1.956243592E0,3.996141543E0
2.703756687E2,1.227395616E0,-1.956491075E0,3.084322057E0
2.703856147E2,1.628421200E0,-2.049171197E0,2.221620936E0
2.703955617E2,1.928095388E0,-2.189876110E0,1.722366368E0
2.704055087E2,1.934805214E0,-2.452514618E0,1.415801529E0
2.704154557E2,1.837091516E0,-2.644712889E0,1.218013027E0
2.704254027E2,1.693236124E0,-2.735214631E0,1.099750167E0
2.704353497E2,1.401518243E0,-2.791211953E0,8.140984797E-1
2.704452967E2,1.022209144E0,-2.833428850E0,3.866173142E-1
2.704552437E2,7.206770767E-1,-2.766131491E0,-1.250555706E-1
2.704651907E2,5.468761928E-1,-2.528367623E0,-6.597746712E-1
2.704751377E2,3.770120931E-1,-2.176330742E0,-1.262162429E0
2.704850847E2,2.445973630E-1,-1.732662437E0,-1.742138727E0
2.704950317E2,6.603801504E-2,-1.272522380E0,-2.245159487E0
2.705049787E2,-2.577667545E-1,-8.564049122E-1,-2.848660555E0
2.705149257E2,-4.517237216E-1,-2.891881200E-1,-3.382261083E0
2.705248727E2,-6.241662973E-1,2.517731026E-1,-3.861029347E0
2.705348197E2,-8.460188685E-1,6.686307909E-1,-4.304755247E0
2.705447667E2,-9.574533503E-1,9.903326824E-1,-4.657427135E0
2.705547137E2,-1.023344162E0,1.227904762E0,-4.890049839E0
2.705646607E2,-1.021204812E0,1.432374292E0,-5.003776429E0
2.705746077E2,-9.259311569E-1,1.574583547E0,-5.035929683E0
2.705845547E2,-8.028672941E-1,1.619793926E0,-5.016380687E0
2.705945017E2,-6.828372592E-1,1.584247679E0,-4.936196065E0
2.706044487E2,-5.054762980E-1,1.491274465E0,-4.717422491E0
2.706143957E2,-2.517695577E-1,1.345870437E0,-4.264946233E0
2.706243427E2,-5.700231269E-2,1.080150446E0,-3.650356506E0
2.706342897E2,1.585798506E-1,8.387582347E-1,-2.917558297E0
2.706442367E2,3.013494149E-1,6.304090040E-1,-2.221105796E0
2.706541837E2,4.784469590E-1,4.804929728E-1,-1.543719311E0
2.706641307E2,6.906188799E-1,3.498093475E-1,-7.803413343E-1
2.706740777E2,7.798968729E-1,1.523021155E-1,-9.332273126E-2
2.706840247E2,8.041076347E-1,-5.883222624E-2,6.488035405E-1
2.706939717E2,8.241419497E-1,-2.335745941E-1,1.391950736E0
2.707039187E2,7.816404395E-1,-4.486792226E-1,2.107165782E0
2.707138657E2,6.201669480E-1,-6.882095347E-1,2.701791946E0
2.707238127E2,4.388279799E-1,-5.553414993E-1,3.180809886E0
2.707337597E2,2.596975051E-1,-9.068041105E-2,3.532626327E0
2.707437067E2,6.756786592E-2,3.591536367E-1,4.013821185E0
2.707536537E2,-2.355952822E-1,5.576691297E-1,4.339968933E0
2.707636007E2,-2.822578903E-1,9.860357829E-1,4.736036518E0
2.707735477E2,-1.411403838E-1,1.652295966E0,4.953608488E0
2.707834937E2,-2.670590034E-1,1.823746708E0,4.777394459E0
2.707934407E2,-6.944485138E-1,1.329905931E0,4.495479727E0
2.708033877E2,-1.205864267E0,1.430856885E-1,4.328368642E0
2.708133347E2,-1.633225273E0,-7.312230418E-1,3.828822298E0
2.708232817E2,-1.550639783E0,-1.483610665E0,3.250094129E0
2.708332287E2,-9.731624798E-1,-1.901081836E0,2.715904201E0
2.708431757E2,-4.674041998E-1,-2.374116612E0,2.262028704E0
2.708531227E2,-1.318877497E-1,-2.482868099E0,1.652033134E0
2.708630697E2,-6.554041699E-2,-2.450204822E0,9.064932579E-1
2.708730167E2,-1.262251599E-1,-2.309250087E0,4.661797929E-1
2.708829637E2,-1.805314676E-1,-2.040250100E0,3.108672202E-2
2.708929107E2,-3.602916875E-1,-1.801436511E0,-2.287015611E-1
2.709028577E2,-5.533557849E-1,-1.532964381E0,-3.686266011E-1
2.709128047E2,-7.686768700E-1,-1.329416226E0,-4.333751589E-1
2.709227517E2,-9.606427141E-1,-1.132674084E0,-4.548607528E-1
2.709326987E2,-1.038972161E0,-8.981425568E-1,-4.458618879E-1
2.709426457E2,-1.092084687E0,-7.442177477E-1,-4.685876763E-1
2.709525927E2,-1.055195261E0,-5.326598209E-1,-5.711764902E-1
2.709625397E2,-9.980144620E-1,-3.450861494E-1,-8.263793868E-1
2.709724867E2,-1.037670936E0,-1.760897765E-1,-1.199555122E0
2.709824337E2,-1.068059720E0,1.219469715E-2,-1.674616835E0
2.709923807E2,-1.081397292E0,2.079232975E-1,-2.186241188E0
2.710023277E2,-1.087387618E0,3.271501078E-1,-2.661844938E0
2.710122747E2,-1.033606464E0,4.998783930E-1,-3.115116418E0
2.710222217E2,-9.138206962E-1,6.251874404E-1,-3.515174142E0
2.710321687E2,-7.763333604E-1,6.649816898E-1,-3.842107172E0
2.710421157E2,-5.723606975E-1,7.390974871E-1,-4.176248065E0
2.710520627E2,-3.369086722E-1,8.382520851E-1,-4.435151664E0
2.710620097E2,-9.708132148E-2,9.474433556E-1,-4.537149324E0
2.710719567E2,9.113207191E-2,1.024882272E0,-4.424570543E0
2.710819037E2,2.395114549E-1,1.108638008E0,-4.083916436E0
2.710918507E2,2.782526207E-1,1.168106603E0,-3.598519185E0
2.711017977E2,2.876330895E-1,1.163914442E0,-2.917226175E0
2.711117447E2,3.482815066E-1,1.156024721E0,-2.033741711E0
2.711216917E2,4.393285015E-1,1.190829468E0,-1.020554894E0
2.711316387E2,5.045020057E-1,1.396009288E0,-1.687559062E-1
2.711415857E2,6.050401280E-1,1.574802964E0,6.488257599E-1
2.711515317E2,7.240652458E-1,1.766812077E0,1.374890315E0
2.711614787E2,6.038782863E-1,1.742882785E0,1.912206749E0
2.711714257E2,4.473419644E-1,1.599291249E0,2.573232139E0
2.711813727E2,2.696532668E-1,1.375968103E0,3.248962108E0
2.711913197E2,7.352756739E-2,1.213246523E0,3.918878775E0
2.712012667E2,-1.074380560E-1,1.119249974E0,4.596448862E0
2.712112137E2,-3.854085486E-1,1.000772155E0,5.228356873E0
2.712211607E2,-5.045848900E-1,1.395415211E0,5.544802337E0
2.712311077E2,-2.644137231E-1,2.233273121E0,5.580699563E0
2.712410547E2,-6.262689561E-2,2.552452012E0,5.170134392E0
2.712510017E2,-9.763125211E-2,2.295310471E0,4.632239084E0
2.712609487E2,-1.895734558E-1,1.001860176E0,4.481731753E0
2.712708957E2,-1.207333088E-2,-1.594625244E-1,4.320574889E0
2.712808427E2,1.854133080E-1,-1.299529353E0,3.842117112E0
2.712907897E2,6.704171884E-1,-1.845444410E0,3.341149310E0
2.713007367E2,1.085698431E0,-2.040688203E0,2.470383709E0
2.713106837E2,1.393493524E0,-2.166341359E0,1.677133477E0
2.713206307E2,1.584886779E0,-2.295292929E0,9.737748295E-1
2.713305777E2,1.636534504E0,-2.390980421E0,5.925849009E-1
2.713405247E2,1.540853299E0,-2.438664757E0,3.153344929E-1
2.713504717E2,1.407899017E0,-2.374976738E0,1.194247019E-1
2.713604187E2,1.270717783E0,-2.213416415E0,-8.408822358E-2
2.713703657E2,1.069637737E0,-1.952084613E0,-4.309807241E-1
2.713803127E2,8.774596395E-1,-1.708943938E0,-8.926406193E-1
2.713902597E2,6.119415236E-1,-1.519648225E0,-1.355667593E0
2.714002067E2,3.750969838E-1,-1.320577137E0,-1.813116324E0
2.714101537E2,2.195642634E-1,-1.058711338E0,-2.012397035E0
2.714201007E2,3.429845139E-2,-7.367785545E-1,-2.200385603E0
2.714300477E2,-3.321990323E-1,-4.995282910E-1,-2.274002048E0
2.714399947E2,-7.640049447E-1,-3.069014192E-1,-2.345755570E0
2.714499417E2,-1.110786494E0,-1.438519204E-2,-2.457280684E0
2.714598887E2,-1.409162454E0,2.201505198E-1,-2.678008397E0
2.714698357E2,-1.516738650E0,4.963403159E-1,-3.035458045E0
2.714797827E2,-1.419606166E0,7.674341905E-1,-3.522307745E0
2.714897297E2,-1.296911408E0,9.418613843E-1,-4.006155485E0
2.714996757E2,-1.083803494E0,1.026681972E0,-4.365849295E0
2.715096227E2,-8.361744963E-1,1.010676169E0,-4.520180120E0
2.715195697E2,-5.888820054E-1,9.833537382E-1,-4.674185255E0
2.715295167E2,-3.816389948E-1,9.403860587E-1,-4.720136184E0
2.715394637E2,-1.356571573E-1,9.452230217E-1,-4.672139314E0
2.715494107E2,1.015617505E-1,8.849057762E-1,-4.364597991E0
2.715593577E2,4.353160691E-1,8.209907390E-1,-3.799853438E0
2.715693047E2,5.682636997E-1,6.285881080E-1,-3.153874687E0
2.715792517E2,5.531239428E-1,3.416343918E-1,-2.440078760E0
2.715891987E2,6.595967697E-1,2.148416683E-1,-1.648443528E0
2.715991457E2,7.663042161E-1,1.599379761E-1,-8.789031708E-1
2.716090927E2,7.797218949E-1,2.071350746E-1,-2.146559644E-1
2.716190397E2,7.651153310E-1,3.366209161E-1,5.195175093E-1
2.716289867E2,6.172215593E-1,3.610274135E-1,1.320925777E0
2.716389337E2,3.178333736E-1,3.197812273E-1,1.971368292E0
2.716488807E2,1.886472568E-2,2.286707536E-1,2.682410765E0
2.716588277E2,-1.157052881E-1,1.942664310E-1,3.406638125E0
2.716687747E2,1.099152289E-2,3.535484592E-1,4.212447007E0
2.716787217E2,2.157028352E-1,4.071617257E-1,4.930269327E0
2.716886687E2,5.365073253E-1,6.113497122E-1,5.679719236E0
2.716986157E2,8.265283446E-1,1.267451089E0,6.228799683E0
2.717085627E2,6.181911738E-1,1.658512726E0,5.751910715E0
2.717185097E2,-9.826662518E-2,1.214933518E0,4.980412710E0
2.717284567E2,-9.614282144E-1,-7.600388149E-2,4.635976040E0
2.717384037E2,-1.651358658E0,-1.094542929E0,3.936022811E0
2.717483507E2,-1.640345135E0,-1.718599884E0,3.390615000E0
2.717582977E2,-1.107329986E0,-2.008787695E0,2.943032861E0
2.717682447E2,-7.051381742E-1,-2.398906760E0,2.321480269E0
2.717781917E2,-6.119488326E-1,-2.696991967E0,1.687346224E0
2.717881387E2,-6.026254472E-1,-2.890362312E0,1.116453908E0
2.717980857E2,-6.185588175E-1,-2.999821020E0,8.410681772E-1
2.718080318E2,-6.362606782E-1,-3.052014436E0,6.588560736E-1
2.718179778E2,-5.645650434E-1,-2.905466255E0,4.798026359E-1
2.718279248E2,-4.924977451E-1,-2.566048835E0,2.013512099E-1
2.718378718E2,-4.989215693E-1,-2.208266188E0,-1.425492704E-1
2.718478188E2,-4.857193603E-1,-1.857026867E0,-4.162422323E-1
2.718577658E2,-5.083966168E-1,-1.520468004E0,-6.726233429E-1
